"club_name","player_name","age","position","club_involved_name","fee","transfer_movement","transfer_period","fee_cleaned","league_name","year","season","country"
"Al-Shoalah FC","Yves Kibuey",33,"Centre-Forward","Leiria","?","in","Summer",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Khaleej FC","Razzaq Farhan",26,"Attack","Al-Dhaid","?","out","Summer",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Shabab FC","Naji Majrashi",19,"Centre-Forward","Unknown","?","in","Summer",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Shabab FC","Fernandes",26,"Attacking Midfield","Figueirense FC","loan transfer","in","Summer",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Shabab FC","Abdullatif Al-Ghannam",17,"Defensive Midfield","Al-Shabab U23","-","in","Summer",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Shabab FC","Fisal Al-Sultan",24,"Attack","Al-Shabab U23","-","in","Summer",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Shabab FC","Abdullah Al-Waked",27,"Central Midfield","Al-Ahli","End of loanJun 30, 2003","in","Summer",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Shabab FC","Redha Tukar",27,"Centre-Back","Ittihad Club","free transfer","out","Summer",0,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Shabab FC","Abdullah Al-Shehan",26,"Attack","Al-Hilal","free transfer","out","Summer",0,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Shabab FC","Abdullah Al-Waked",27,"Central Midfield","Ittihad Club","?","out","Summer",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Ittihad Club","Alain Masudi",25,"Attacking Midfield","Sturm Graz","loan transfer","in","Winter",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Ittihad Club","Saud Kariri",23,"Defensive Midfield","Al-Qadsiah FC","?","in","Winter",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Ettifaq FC","Awule Quaye",23,"Attacking Midfield","CS Sfaxien","?","in","Winter",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Ettifaq FC","Arílson",30,"Attacking Midfield","Indep. Santa Fe","?","out","Winter",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Ahli SFC","Paulinho",21,"Second Striker","Atlético-MG","?","in","Winter",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Ahli SFC","Edmílson",29,"Attack","Figueirense FC","?","in","Winter",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Nassr FC","Marcelinho Carioca",32,"Attacking Midfield","Vasco da Gama","free transfer","out","Winter",0,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Nassr FC","Otilino Tenorio",24,"Attack","CD El Nacional","?","out","Winter",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Hilal SFC","Seyfo Soley",23,"Defensive Midfield","KRC Genk","loan transfer","in","Winter",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Hilal SFC","Somália",26,"Centre-Forward","São Caetano","loan transfer","in","Winter",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Hilal SFC","Franck Atsou",25,"Centre-Back","Heusden-Zolder","loan transfer","out","Winter",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Hilal SFC","Mauricio Aros",27,"Left-Back","Huachipato","?","out","Winter",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Hilal SFC","Yousuf Al-Thunayan",39,"Attacking Midfield","Retired","-","out","Winter",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Qadsiah FC","Jack Jones",26,"Attack","Moto Club","?","in","Winter",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Qadsiah FC","Saud Kariri",23,"Defensive Midfield","Ittihad Club","?","out","Winter",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Qadsiah FC","Alex Pinho",31,"Defence","Paysandu","?","out","Winter",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Khaleej FC","Rachid Benmahmoud",32,"Midfield","Al-Arabi SC","?","in","Winter",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Shabab FC","Roberto Holsen",27,"Centre-Forward","César Vallejo","?","in","Winter",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Shabab FC","Rasheed Yekini",40,"Centre-Forward","Julius Berger","?","in","Winter",NA,"Saudi Professional League",2003,"2003/2004","Saudi Arabia"
"Al-Hilal SFC","Marcelo Tavares",24,"Centre-Back","Cruzeiro","free transfer","in","Summer",0,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Hilal SFC","Camacho",24,"Attacking Midfield","Botafogo","free transfer","in","Summer",0,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Hilal SFC","Paulo Silva",29,"Attack","Petro Luanda","?","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Hilal SFC","Abdallah Medwah",25,"Left-Back","Abha","?","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Hilal SFC","Ahmed Al-Suwailh",18,"Centre-Forward","Al-Hilal U23","-","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Hilal SFC","Saad Al-Theyab",18,"Left-Back","Al-Hilal U23","-","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Hilal SFC","Franck Atsou",25,"Centre-Back","Heusden-Zolder","End of loanJun 30, 2004","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Hilal SFC","Faisal Al-Saleh",NA,"Right Midfield","Unknown","?","out","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Hilal SFC","Abdullah Al-Sharida",35,"Centre-Back","Retired","-","out","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Hilal SFC","Somália",27,"Centre-Forward","São Caetano","End of loanJun 30, 2004","out","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Hilal SFC","Seyfo Soley",24,"Defensive Midfield","KRC Genk","End of loanJun 30, 2004","out","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Ittihad Club","Mario Carevic",22,"Left Midfield","Hajduk Split","€400k","in","Summer",0.4,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Ittihad Club","Dejan Petkovic",31,"Attacking Midfield","Vasco da Gama","free transfer","in","Summer",0,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Ittihad Club","Sergio Herrera",23,"Centre-Forward","CD América","free transfer","in","Summer",0,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Ittihad Club","Khaled Omar Gahwji",28,"Attacking Midfield","Al-Ahli","free transfer","in","Summer",0,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Ittihad Club","Obina",21,"Centre-Forward","EC Vitória","?","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Ittihad Club","Mishal Al-Saeed",20,"Left-Back","Hajer","?","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Ittihad Club","Ibrahim Suwayed",29,"Right Midfield","Al-Ahli","?","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Ittihad Club","Othman El Assas",25,"Defensive Midfield","Al-Shaab","?","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Ittihad Club","Marcão",30,"Centre-Back","Atlético-PR","loan transfer","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Ittihad Club","Fabio Araújo Pinto",24,"Centre-Forward","Chemnitzer FC","free transfer","out","Summer",0,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Ittihad Club","Dimba",30,"Centre-Forward","Flamengo","?","out","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Ittihad Club","Khalid Massad",32,"Attacking Midfield","Retired","-","out","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Ittihad Club","Alain Masudi",26,"Attacking Midfield","Sturm Graz","End of loanJun 30, 2004","out","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Ittihad Club","Rolando Zárate",25,"Centre-Forward","Vélez Sarsfield","End of loanJun 30, 2004","out","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Ahli SFC","Lúcio Flávio",25,"Attacking Midfield","São Caetano","Loan fee:€150k","in","Summer",0.15,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Ahli SFC","Malek Mouath",22,"Centre-Forward","Al-Ansar","free transfer","in","Summer",0,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Ahli SFC","Husain Turki",22,"Centre-Forward","Khaleej","?","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Ahli SFC","Sahib Al-Abdullah",26,"Defensive Midfield","Khaleej","?","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Ahli SFC","Fahad Al-Shammari",23,"Goalkeeper","Al-Tai","loan transfer","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Ahli SFC","Khaled Omar Gahwji",28,"Attacking Midfield","Ittihad Club","free transfer","out","Summer",0,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Ahli SFC","Paulinho",22,"Second Striker","Dorados Sinaloa","?","out","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Ahli SFC","Ibrahim Suwayed",29,"Right Midfield","Ittihad Club","?","out","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Ahli SFC","Edmílson",30,"Attack","Santo André","?","out","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Ahli SFC","Mohammed Sheliah",29,"Right-Back","Retired","-","out","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Shabab FC","Leonardo",24,"Centre-Forward","Brasiliense","free transfer","in","Summer",0,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Shabab FC","Nashat Akram",19,"Attacking Midfield","Al-Nassr","?","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Shabab FC","Hassan Muath",18,"Right-Back","Al-Ansar","?","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Shabab FC","Zaid Al-Mowalad",28,"Left-Back","Unknown","?","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Shabab FC","Roberto Holsen",28,"Centre-Forward","Universitario","?","out","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Nassr FC","Nashat Akram",19,"Attacking Midfield","Al-Shabab","?","out","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Nassr FC","Saad Al-Shehri",24,"Midfield","Unknown","?","out","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Tai FC","Fahad Al-Shammari",23,"Goalkeeper","Al-Ahli","loan transfer","out","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Wehda FC","Lofti Belhaj",25,"Midfield","FC Gueugnon","?","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Wehda FC","Mohammed Rabia Al-Noobi",23,"Centre-Back","Kazma SC","?","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Wehda FC","Ahmed Kano",19,"Central Midfield","Al-Orouba SC","?","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Wehda FC","Patrick Kazadi",26,"Centre-Forward","AS Marsa","?","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Wehda FC","Assaf Al Qarni",20,"Goalkeeper","Al-Wehda FC U23","-","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Wehda FC","Abdulkhaleq Barnawi",19,"Central Midfield","Al-Wehda FC U23","-","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Ettifaq FC","Heiner Backhaus",22,"Defensive Midfield","Unknown","?","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Ettifaq FC","Luís Alberto",21,"Defensive Midfield","EC Bahia","loan transfer","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Ettifaq FC","José Soares",28,"Centre-Back","Al-Shamal SC","?","out","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Riyadh SC","Badar Al-Maimani",19,"Attacking Midfield","Muscat Club","?","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Riyadh SC","Khalifa Ayil Al-Naufli",20,"Centre-Back","Oman Club","?","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Riyadh SC","Amad Al-Hosni",19,"Centre-Forward","Al-Khaburah SC","?","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Qadsiah FC","Zé Augusto",25,"Attacking Midfield","Sampaio Corrêa","?","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Qadsiah FC","Youssef Al-Salem",19,"Centre-Forward","Al-Qadsiah U23","-","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Qadsiah FC","Jaber Hagawi",22,"Defence","Al-Qadsiah U23","-","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Ansar","Sílvio",34,"Attack","AC Tripoli","?","in","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Ansar","Malek Mouath",22,"Centre-Forward","Al-Ahli","free transfer","out","Summer",0,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Ansar","Hassan Muath",18,"Right-Back","Al-Shabab","?","out","Summer",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Hilal SFC","Majed Al-Marshadi",20,"Centre-Back","Al-Jabalain","?","in","Winter",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Hilal SFC","Ahmed Khaleel",34,"Defence","Unknown","?","in","Winter",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Hilal SFC","Mossoró",19,"Centre-Forward","Baraúnas","?","in","Winter",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Hilal SFC","Yasser Elyass",27,"Right-Back","Ohod Club","?","in","Winter",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Hilal SFC","Jatto Ceesay",30,"Right Winger","Willem II","free transfer","out","Winter",0,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Hilal SFC","Leandro Avíla",32,"Defensive Midfield","Marília","?","out","Winter",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Hilal SFC","Hussain Al-Ali",28,"Centre-Forward","Al-Hazem","?","out","Winter",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Ittihad Club","Adnan Falatah",20,"Left-Back","Ittihad C. U23","-","in","Winter",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Ittihad Club","Dejan Petkovic",32,"Attacking Midfield","Fluminense","free transfer","out","Winter",0,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Ittihad Club","Tcheco",28,"Central Midfield","Santos","loan transfer","out","Winter",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Ahli SFC","Alessandro Cambalhota",31,"Right Winger","São Caetano","?","in","Winter",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Ahli SFC","Husain Turki",22,"Centre-Forward","Khaleej","loan transfer","out","Winter",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Shabab FC","Rasheed Yekini",41,"Centre-Forward","Gateway FC","?","out","Winter",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Shabab FC","Fernandes",26,"Attacking Midfield","Figueirense FC","End of loanDec 1, 2004","out","Winter",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Ohod Club","Yasser Elyass",27,"Right-Back","Al-Hilal","?","out","Winter",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Wehda FC","Lofti Belhaj",25,"Midfield","AS Marsa","?","out","Winter",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Wehda FC","Ahmed Kano",19,"Central Midfield","Al-Ain FC","?","out","Winter",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Ettifaq FC","Fawzi Bashir",20,"Attacking Midfield","Al-Nasr SC","?","in","Winter",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Ettifaq FC","Heiner Backhaus",22,"Defensive Midfield","Unknown","?","out","Winter",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Ansar","Sílvio",35,"Attack","Coruripe","End of loanMar 30, 2005","in","Winter",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Ansar","Sílvio",34,"Attack","Coruripe","loan transfer","out","Winter",NA,"Saudi Professional League",2004,"2004/2005","Saudi Arabia"
"Al-Hilal SFC","Yasser Al-Qahtani",22,"Centre-Forward","Al-Qadsiah FC","€6.00m","in","Summer",6,"Saudi Professional League",2005,"2005/2006","Saudi Arabia"
"Al-Hilal SFC","Abdullatif Al-Ghannam",19,"Defensive Midfield","Al-Shabab","?","in","Summer",NA,"Saudi Professional League",2005,"2005/2006","Saudi Arabia"
"Al-Hilal SFC","Fahad Al-Shammari",24,"Goalkeeper","Al-Tai","?","in","Summer",NA,"Saudi Professional League",2005,"2005/2006","Saudi Arabia"
"Al-Hilal SFC","Ahmad Al-Dokhi",28,"Right-Back","Ittihad Club","?","out","Summer",NA,"Saudi Professional League",2005,"2005/2006","Saudi Arabia"
"Al-Hilal SFC","Abdullah Al-Shehan",28,"Attack","Al-Shabab","?","out","Summer",NA,"Saudi Professional League",2005,"2005/2006","Saudi Arabia"
"Al-Hilal SFC","Paulo Silva",30,"Attack","Retired","-","out","Summer",NA,"Saudi Professional League",2005,"2005/2006","Saudi Arabia"
"Al-Nassr FC","Adriano Chuva",26,"Centre-Forward","Sport Recife","free transfer","in","Summer",0,"Saudi Professional League",2005,"2005/2006","Saudi Arabia"
"Al-Nassr FC","Saad Al-Harthi",22,"Centre-Forward","Ittihad Club","End of loanMay 1, 2006","in","Summer",NA,"Saudi Professional League",2005,"2005/2006","Saudi Arabia"
"Al-Shabab FC","Túlio Maravilha",36,"Centre-Forward","Juventude","free transfer","in","Summer",0,"Saudi Professional League",2005,"2005/2006","Saudi Arabia"
"Al-Shabab FC","Léider Preciado",28,"Centre-Forward","Indep. Santa Fe","?","in","Summer",NA,"Saudi Professional League",2005,"2005/2006","Saudi Arabia"
"Al-Shabab FC","Mohammad Khoja",23,"Goalkeeper","Al-Ansar","?","in","Summer",NA,"Saudi Professional League",2005,"2005/2006","Saudi Arabia"
"Al-Shabab FC","Abdullah Al-Shehan",28,"Attack","Al-Hilal","?","in","Summer",NA,"Saudi Professional League",2005,"2005/2006","Saudi Arabia"
"Al-Shabab FC","Ousmane N'Doye",28,"Defensive Midfield","Coimbra","loan transfer","in","Summer",NA,"Saudi Professional League",2005,"2005/2006","Saudi Arabia"
"Al-Shabab FC","Abdullah Shuhail",20,"Left-Back","Al-Shabab U23","-","in","Summer",NA,"Saudi Professional League",2005,"2005/2006","Saudi Arabia"
"Al-Shabab FC","Leonardo",24,"Centre-Forward","Bragantino","free transfer","out","Summer",0,"Saudi Professional League",2005,"2005/2006","Saudi Arabia"
"Al-Shabab FC","Túlio Maravilha",36,"Centre-Forward","Volta Redonda","free transfer","out","Summer",0,"Saudi Professional League",2005,"2005/2006","Saudi Arabia"
"Al-Shabab FC","Abdullatif Al-Ghannam",19,"Defensive Midfield","Al-Hilal","?","out","Summer",NA,"Saudi Professional League",2005,"2005/2006","Saudi Arabia"
"Al-Shabab FC","Tariq Al Hargan",20,"Goalkeeper","Without Club","-","out","Summer",NA,"Saudi Professional League",2005,"2005/2006","Saudi Arabia"
"Ittihad Club","Lima",23,"Centre-Forward","Atlético-PR","€4.50m","in","Summer",4.5,"Saudi Professional League",2005,"2005/2006","Saudi Arabia"
